@RELATION teste2

@ATTRIBUTE value1 NUMERIC
@ATTRIBUTE value2 NUMERIC
@ATTRIBUTE value3 NUMERIC
@ATTRIBUTE class  {1,2,3}

@data
-3.324501,-1.2058339,4.130252,2
5.7189137,-5.8606018,-0.99935954,3
4.8777645,-4.7860314,-7.7190077,3
5.7915936,3.7550431,1.2790541,1
-2.8069841,4.5284316,8.3337202,2
4.3213353,3.0606652,2.5021357,1
3.9703954,-1.4726132,1.3911848,1
4.7393341,-8.054168600000001,-6.1451441,3
-1.9137642,4.8033033,4.0867426,2
-1.4725331,3.4003068,10.59453,2
-1.1505253,1.1370941,1.1328417,2
-2.4026154,2.6689466,2.9532647,2
5.3532737,-4.1313507,-2.6241177,3
-1.9229517,3.1398623,8.6639196,2
6.9673327,-1.7489775,-1.8941123,3
2.4675429,3.3437691,2.196821,1
1.9330424,-0.79426119,-0.54577521,1
-2.0761749,2.0786416,2.9896911,2
4.0446101,5.4253677,3.2021493,1
4.5280703,-4.9108399,-5.0613152,3
2.7336573,1.2534369,2.0307142,1
1.4027514,2.9896182,0.15315172,1
-1.4591585,2.3337305,5.2992535,2
4.4323966,-5.9592135,-1.2609056,3
-1.3253237,0.24348262,-3.8986179,2
3.8661495,2.4289698,-5.5619117,1
-1.6751614,1.9007806,3.3408914,2
-2.6573179,4.5113889,7.955008,2
6.517485,-5.5041228,-3.8538655,3
4.2752329,-8.943937,-3.1862375,3
3.5114354,-6.8164869,-2.1855067,3
-0.72699841,6.7250268,6.9967677,2
5.0705627,-5.949099,-4.21542,3
4.7699331,-7.4213134,-8.530519200000001,3
3.5039317,-7.1189789,-2.6875566,3
5.7646112,-3.8538161,-4.5750791,3
2.2207765,1.9967949,0.77932542,1
7.0813099,-2.928987,-3.8463765,3
-3.0345292,1.0562811,3.1628169,2
-1.0006276,-0.84665379,3.0059836,2
3.1035084,1.8666251,-1.7623524,1
-2.106763,1.6580813,4.7064433,2
1.1841357,-0.15749582,5.7570808,1
-4.1239406,-0.82461898,6.1671563,2
6.2647697,-3.6130053,-2.7709008,3
4.5813293,-4.3616216,2.0793209,3
4.417629,-4.6144506,-2.6139566,3
2.658871,1.2132476,-1.6286686,1
5.735015,-7.6013981,-2.5187223,3
6.0396938,-4.9894163,-3.7934137,3
2.1268058,0.73315151,2.9750075,1
2.9871353,0.51536158,2.4111899,1
3.8951084,-7.2496284,-1.3485045,3
3.2306999,2.1164879,-3.8112641,1
-2.31829,-0.21424386,4.3004411,2
1.7827445,-0.75631962,-1.6557461,1
3.6139334,1.3510822,3.2428651,1
-2.06311,1.5706052,4.9627315,2
6.1973699,-6.1573519,3.3222463,3
-2.232298,1.9856029,9.2225561,2
4.6682417,-7.5071917,-3.1277451,3
4.1786343,-7.3793362,-8.2781523,3
5.7218935,-5.836778,-3.9433586,3
3.5078382,0.7254096799999999,4.0811674,1
5.1726564,-5.9448241,-5.2005979,3
4.2101626,-7.7260099,-3.3973628,3
4.679881,-6.3962782,-6.5450328,3
-2.0458322,2.7268684,3.18537,2
3.85339,-7.5265958,-1.6347817,3
-1.1413418,3.5872437,6.3901509,2
4.3600783,-8.7042416,-5.433303,3
4.7961946,-9.4871383,-6.4441768,3
1.6229194,4.0641756,3.8528813,1
5.1377474,-6.0088883,-6.1860111,3
3.3827245,5.4424556,4.0964558,1
6.6196099,-5.3319932,-6.6429106,3
3.1591259,4.6096212,1.937129,1
-1.492548,3.4976821,4.3572538,2
-1.4321279,2.1381686,6.1094895,2
6.5383071,-5.949895,-9.5668539,3
2.6781207,0.56404808,7.0280596,1
1.6795054,0.245798,0.18284091,1
4.5747387,-7.7413921,-5.1746371,3
-1.4110296,1.7716808,6.5754398,2
2.7377714,4.6010103,-0.20324156,1
4.768469,-0.33910828,-7.805809,3
-1.2338803,2.1805475,3.0650977,2
4.5248932,4.9531645,1.3220089,1
5.2845111,-5.0211495,-1.9038034,3
-3.0106451,-1.8760205,9.408963099999999,2
-2.3095148,-0.069949627,7.9981093,2
-1.4452924,4.5820609,0.48871434,2
4.5606402,-8.8028244,1.7041399,3
3.0443083,-6.6693541,-4.1328629,3
2.0459778,3.0416224,7.4733853,1
-2.6720526,-0.5286547,6.3785453,2
2.4577188,0.37972412,1.4932375,1
5.6579546,-7.036981,-6.8916168,3
3.5186146,3.5431969,-5.0696042,1
-2.157539,3.0260726,1.7103935,2
2.198271,1.0181851,3.4868209,1
-2.884947,1.2847178,3.3241964,2
4.6022436,-5.9060284,-1.2375145,3
3.7745641,3.7557751,-3.621655,1
4.4965487,4.2809012,0.63183241,1
5.7099426,-0.41389004,-4.1543749,3
2.3610719,4.4686395,3.1540195,1
4.5982513,-4.8035855,-1.0582067,3
5.1712021,-4.8421903,-3.1327517,3
2.5449161,0.90383175,0.28685033,1
3.4703671,-0.86191646,-2.7629078,1
3.3513195,0.16432845,1.76728,1
-1.0222598,0.99550379,6.8929306,2
1.396497,4.0678815,-6.691619,1
2.5014516,-0.7727824599999999,2.6118192,1
-2.3999308,2.2949813,3.0649219,2
4.4998908,1.0440006,-3.9467108,1
-2.9636243,1.0281866,6.6576243,2
-2.5176634,0.41392208,2.3197169,2
3.0779827,1.8694467,-0.69757048,1
-2.9486,0.83764385,6.5634961,2
4.4633566,-7.5365756,-1.3746649,3
3.4477931,-0.22278312,0.47383109,1
2.4492501,5.4325704,0.6581167999999999,1
0.82334757,2.1259003,-0.7784186,1
5.3739486,-4.9186895,-2.0292811,3
-2.39132,3.26714,1.997646,2
7.2117891,-4.0349813,-4.1890161,3
5.0226383,-6.8544231,-6.4040863,3
6.4929904,-2.6275849,0.49861649,3
1.4532745,1.7679442,-3.6586555,1
-1.6382289,5.7210174,4.4703965,2
3.4552085,2.1684474,1.5374077,1
3.460923,5.1316932,2.4489268,1
3.9809417,3.542815,-4.0052003,1
-1.3506305,3.9149733,3.4588161,2
2.8462553,3.4276274,4.9181405,1
6.0672382,-4.7026698,-2.4666434,3
4.0898919,-7.0449276,-7.0803736,3
1.7302224,-1.1326068,11.31462,1
-2.1567816,2.8119891,3.8701089,2
-2.3228184,5.0235304,9.863606300000001,2
-0.2133467,5.549518,6.5439812,2
4.5539695,-4.261576,-0.64505881,3
3.9938297,5.7703075,5.0780845,1
5.9753949,-5.1042338,-8.8362719,3
5.6599697,-7.4106769,-3.7855174,3
5.681761,-6.2211351,-7.0100511,3
-2.4513903,1.6785028,2.8713948,2
2.5937066,2.790133,4.2571167,1
3.5083951,3.0500108,0.33482161,1
3.3154288,-9.2218549,1.866455,3
-0.61593133,2.7903432,3.7651395,2
2.283746,1.6745003,2.5557528,1
5.3061769,-4.6190258,-8.487561299999999,3
5.2241299,-6.3181603,-5.9106773,3
4.0329982,-5.4123783,-1.2789793,3
-0.15503222,5.4073501,4.69519,2
-2.2568979,3.344495,7.1654704,2
6.491817,1.0828919,-2.8438656,1
3.0318421,3.9289973,2.8295555,1
4.3944736,-5.7393482,-3.2898644,3
4.9572331,-9.5256843,-4.5051352,3
5.8940505,-9.1220143,-8.295659000000001,3
-3.7356435,0.041442203,9.9504585,2
2.2426756,1.458693,0.5007602,1
-1.2553293,4.8493193,4.8635679,2
-0.97020683,2.8424861,4.0258921,2
-2.5840451,4.0359369,6.8044753,2
1.4220965,3.2429126,6.7543872,1
4.6282507,6.2735795,1.610176,1
-1.4790009,2.6599343,4.9856907,2
1.7547012,-1.429735,-1.4544123,1
-1.3658324,5.6668728,9.888916800000001,2
4.6154288,-4.685277,-10.433105,3
3.452747,4.2855089,1.8005955,1
3.1352457,3.7825157,1.6939046,1
4.588037,-4.1525454,-1.4323979,3
-1.9458158,2.7161354,3.2861018,2
5.4045157,-7.1261368,-2.483849,3
2.0906968,2.3824829,0.13762619,1
5.3314063,-5.4164924,-1.5150209,3
4.151418,-5.8949522,-8.1805498,3
4.8570122,-7.0774963,-3.492205,3
6.4072057,-4.5367786,-4.6016445,3
-2.4059432,-0.50504495,7.7771921,2
4.6009209,-4.8045564,-0.63081659,3
4.2341918,-6.0796378,3.2329935,3
-2.2976329,1.6341739,6.8851085,2
5.5795197,-5.1784515,-6.4049731,3
-0.61112902,1.1510761,7.7082457,2
3.0545098,3.3874345,1.226446,1
-2.851755,-2.3805867,4.590498,2
5.0509417,-6.9503108,-7.9293499,3
4.8186813,-5.0437989,-5.7002367,3
-1.4203371,2.5907289,8.3508944,2
3.3068745,3.3639187,-1.4826847,1
2.2856199,0.020566231,6.0689334,1
3.5979488,-8.2893086,-3.6026296,3
4.9897719,-5.9188124,-4.4974835,3
5.3046589,-3.9932938,-11.47696,3
4.7407608,-6.272726,-4.8959974,3
3.0045265,0.034509082,-1.7262839,1
3.6411068,5.9384995,-0.37501747,1
-1.3142264,5.344508,-0.075468987,2
5.4012628,-7.292769,-4.0456357,3
6.4673469,-3.0437162,-4.1573453,3
2.9161084,-1.0707867,4.3166769,1
4.1200335,-4.9750439,-1.8619332,3
3.3343319,3.2351967,5.668297,1
-1.6361082,0.78906513,12.486964,2
4.5132683,6.4336428,0.13162886,1
-1.1910804,0.59821347,5.2181551,2
0.52465862,-0.43389413,4.6769075,1
0.7487462,0.62889596,-1.7335625,1
3.0972837,1.2162527,-0.96593127,1
-4.5480141,-0.0085084953,8.6200046,2
4.6949501,-6.9013528,1.8871925,3
3.3274369,-5.2700429,-6.3923287,3
1.9268464,1.5501684,2.2578077,1
-1.1924621,2.5808561,-0.56502986,2
4.6830535,-6.7590744,-0.25888401,3
5.0212412,1.4078584,-3.0810661,1
4.6725903,-0.51164533,0.30453947,1
-1.8329706,0.37172224,3.1053496,2
1.5641198,0.15165819,7.4717105,1
3.0049907,1.4391888,0.75283985,1
3.5548775,1.8171635,1.844007,1
-1.9670398,2.5707384,6.3918884,2
4.3418767,-5.8658542,-0.35668541,3
3.5132752,1.9078024,-0.29495318,1
-2.4686323,3.0070617,6.4537425,2
4.8774554,2.194932,-0.12805342,1
-1.9159551,3.614929,2.0710272,2
4.7209715,-6.1263365,-3.1041224,3
4.3487773,-7.7062058,-1.2512707,3
-1.9768062,1.4334134,1.6411168,2
-1.5639998,-0.45401153,2.9166407,2
3.9244964,3.239187,0.47567468,1
3.648075,4.8769995,5.3940501,1
2.0454229,0.9625653,2.0270301,1
2.4034535,0.65312355,2.5805811,1
4.6722992,-3.5474958,-2.8105474,3
-2.6501491,1.0943472,5.8067199,2
-1.4451827,1.2206531,8.487962899999999,2
-1.6644825,1.4152136,4.7286233,2
4.5330599,-8.6076497,-5.1327358,3
4.4597727,-4.4668922,-4.5039218,3
5.7938083,-4.7490777,-6.7141164,3
4.7327496,-8.061607800000001,-2.9802004,3
-1.5479789,2.478878,1.7283525,2
-1.6377826,1.0954459,3.60853,2
-3.5469497,-1.7130878,5.4662759,2
3.0686242,-0.99843594,-0.91652196,1
0.15744052,2.4382103,2.5088036,2
-2.3149501,1.3401001,1.381169,2
5.5796816,-6.244234,-6.6079606,3
3.2417777,-7.3380485,-1.9595692,3
-0.20876544,4.159201,1.2437663,2
4.624139,-2.3183617,-4.7583947,3
-2.5484482,-2.7417515,0.87067776,2
-2.2853933,-0.11979749,6.4813067,2
4.4307286,-7.7389808,-4.0366602,3
2.251302,1.2336989,2.6204985,1
1.9843425,0.49659942,-0.68733894,1
3.6243824,5.6589157,0.039459549,1
4.1912681,-5.7327048,-3.2897074,3
5.305605,-5.0475594,-1.6153928,3
4.9052987,1.6310983,2.2713363,1
-3.2448463,3.1245428,-0.026648265,2
2.5186149,1.6826029,5.9568547,1
-2.6874207,-0.5929591400000001,10.567641,2
3.3522376,7.4294642,2.154942,1
3.0994986,6.1706211,3.2941955,1
-2.6525346,4.3050394,4.5276805,2
6.6382261,-5.0101631,-7.7509291,3
-1.7955377,3.034078,4.3707089,2
4.0168829,-6.3609439,-5.1969485,3
-1.710367,2.022103,4.547942,2
3.0378869,1.2122294,-1.1912108,1
1.4747374,3.9266756,9.7164158,1
3.5701215,-9.009741,-4.8983425,3
3.5731514,-7.5741455,-3.3854788,3
-2.8977676,0.75567456,4.8140677,2
4.3397736,-7.9259137,-0.42006603,3
4.3886072,-4.7488193,-6.6235563,3
-3.3355959,1.4356396,11.452747,2
-2.2399242,1.8107086,2.9932174,2
5.2766016,-7.0164816,-5.267201,3
-1.1173055,2.5078166,3.7686805,2
-2.8623303,4.2386484,5.1840827,2
-4.4724285,-2.0890622,7.4734615,2
-0.55507277,4.7657909,3.7035881,2
5.1667714,-3.8215779,-4.5952721,3
4.3895617,-9.3796497,-7.6213962,3
-1.9862376,3.4066286,7.4369391,2
6.0081168,-3.4814089,-5.1662952,3
1.6344573,-1.080554,4.5330117,1
5.2952077,-7.7786358,-5.4657154,3
-1.6951696,3.0455957,7.5077503,2
3.7778274,4.8028908,1.6349989,1
5.8332306,-4.6387861,-7.7438254,3
-3.080175,-0.022216916,7.4793488,2
3.7380003,3.9015444,4.1446913,1
5.6460083,-2.8610677,-3.9229662,3
3.1475736,-6.5717467,-6.6128608,3
3.6085795,-8.0330142,-6.0315232,3
2.8107163,1.6309589,2.4270758,1
2.6244372,-0.11403757,-0.98285809,1
3.4098628,1.1180363,0.44907061,1
2.9021075,0.83249587,2.6738819,1
2.8105895,0.24007548,-2.7528761,1
3.0059708,-0.43165788,5.0442387,1
-2.536387,1.1974077,9.1534262,2
-2.6206607,2.9910091,5.2294982,2
5.2429333,-6.1923452,-0.059336246,3
3.7531824,3.1005469,0.042324495,1
6.3282192,-4.1959996,-4.0153847,3
5.5593297,-7.5135347,-0.13448661,3
-2.4529616,5.1685176,6.1027437,2
-2.3673154,4.5861585,10.123645,2
1.283534,0.14242744,3.5231027,1
-2.3494099,1.0170976,7.713104,2
-2.1187789,-0.07153343099999999,5.817502,2
-3.9822784,-3.7253063,8.7294261,2
5.2143684,-5.4170529,-5.2399392,3
-3.39565,-0.97899847,6.8092701,2
3.8804848,2.9159687,0.2406407,1
-4.6008486,-1.446136,1.8073836,2
3.2911148,3.8332006,-0.43217179,1
-2.5548544,0.7020491,11.215135,2
-0.79922302,-0.10262347,-3.6480921,2
-2.7301898,1.432041,6.8908997,2
2.512613,2.536389,1.2611214,1
-1.6505656,2.0919883,10.229614,2
4.4387947,-3.4179286,-8.7499091,3
2.5398362,3.9903697,-2.5920662,1
-2.4701642,2.4352537,6.1712113,2
2.8283804,2.6854992,0.48660755,1
4.2862908,4.2227981,0.48433397,1
2.6639057,-7.0340484,-1.2662217,3
-4.4131825,2.498174,5.1631527,2
4.0416704,-6.6727677,-7.5873082,3
4.3786212,-7.1440249,-2.5547535,3
-0.46748364,5.419785,10.264345,2
3.334858,1.0184923,-1.6073371,1
-1.0630666,2.9631829,3.9771983,2
-2.1442295,3.5701049,7.0426761,2
-3.2295816,4.4052031,9.2432696,2
0.82429299,-0.68366116,0.5715399799999999,1
-1.8757448,-0.25979625,4.9471306,2
2.1869163,1.3232787,4.2708449,1
1.8502901,2.1510596,-3.973349,1
0.81898198,-0.90754247,4.9368697,1
5.5493519,-6.9467657,-2.6555265,3
2.1565177,-7.7148748,-2.7253611,3
4.2197447,4.4437354,-0.96901245,1
2.2954828,1.1257843,0.88797096,1
1.8265891,-0.14838858,1.0894221,1
-3.0381111,-2.4634223,5.8725216,2
-2.35736,-0.48359471,4.6614161,2
2.6639065,2.0937815,-1.921634,1
1.5557357,-0.12830865,2.4648019,1
4.0516107,-6.7208256,-4.8846011,3
6.3883672,-8.0675419,-3.5313985,3
-2.6718413,2.2983111,-3.7667379,2
4.4842569,-6.7145191,-3.5547642,3
-1.3358279,3.0702188,3.302359,2
5.6690017,-1.1464219,-3.5212761,3
4.6551964,7.0485599,2.199283,1
3.5617413,1.3312127,0.9913411600000001,1
1.5382566,1.7472809,4.9191167,1
3.2677572,1.3539172,-3.223983,1
2.2173273,2.3006969,1.9215288,1
4.6990393,5.0311872,-0.12369482,1
-1.7979719,3.0650163,7.343762,2
3.5150668,2.0717551,-1.9611918,1
3.0623077,-8.2787194,-2.6310405,3
-4.4048673,0.12041444,7.5672036,2
4.1096006,-8.884851899999999,-5.859902,3
3.6783063,4.2046496,-1.4579838,1
-0.3170435,1.3060227,1.8487059,2
-1.428829,3.8951492,3.2021082,2
5.7493459,-5.4399204,-2.2372998,3
3.701141,-11.063205,-1.1622093,3
3.5591287,0.53095283,3.5701709,1
5.0584251,-5.7531062,-5.096722,3
5.1766828,-3.3398286,-10.224659,3
2.7084448,-0.28503026,-0.45912593,1
0.39540245,-0.39511202,1.7360232,2
4.3307738,1.5757484,1.8332823,1
6.0888477,-6.4129327,-7.195518,3
-1.3006508,3.8285993,8.502470199999999,2
4.6748806,-6.3556932,-5.7219613,3
-0.16880678,0.82371332,4.6077488,2
-1.1331631,1.0426532,3.6733473,2
0.97268003,2.5948473,4.679401,1
4.520483,-6.5377068,-5.0499446,3
2.5187627,-0.68252921,0.45400824,1
-2.2408927,-0.087492139,6.572312,2
2.8751721,0.15070684,1.8097151,1
3.5053056,3.0263537,1.1069105,1
2.2782672,4.2794595,3.4595803,1
5.5056331,-4.6021149,-4.6057919,3
-2.4098969,3.6760294,3.9551041,2
5.0551048,-4.1214169,-5.0505753,3
-2.8590833,4.4399452,4.6579113,2
3.8485076,-6.2886027,-4.1770572,3
-1.5971676,-0.85280263,4.3444927,2
4.1969642,3.7249231,-0.22879014,1
3.3805606,3.9633541,-4.4076711,1
6.8594946,-4.9670413,-5.8303539,3
-1.9700378,0.98176347,1.6333203,2
3.7516886,3.9980593,0.48186536,1
5.0539408,-9.050834500000001,-1.1495004,3
-1.4617585,1.5413858,4.7144838,2
5.6162216,-4.3494895,-8.166848399999999,3
6.0688044,-5.1568437,-3.1786875,3
3.5861897,3.968017,4.2486172,1
-1.6602935,1.1637697,5.0054206,2
3.0219467,3.7576799,1.0469075,1
-3.3699864,-1.1993005,5.8584895,2
-5.1466145,0.28865598,6.864398,2
-1.9742294,0.36056842,5.9174324,2
3.0862657,0.33014815,0.66612702,1
-4.8399901,0.61221975,7.0722706,2
1.8775935,0.7294542000000001,0.9308141,1
4.8378018,-5.3774595,-4.8496771,3
-3.0714465,-1.971044,6.6308767,2
4.6557405,-3.8168145,-5.5452012,3
4.1960416,-7.9055806,-4.371469,3
0.16990645,-4.1478363,8.321998300000001,1
6.2088043,-7.2231291,-0.8652835,3
-0.46437743,3.87791,-0.46853326,2
3.9057834,3.5126139,5.7811768,1
-2.1898064,4.3783026,2.7392589,2
2.9752817,-7.6798377,-2.0646233,3
2.6039672,2.2946795,1.6590923,1
-1.5975769,3.704318,7.3655798,2
-2.3043323,2.2652994,1.1704539,2
-2.041163,1.4909657,1.530277,2
-1.2495488,1.6408465,2.4255513,2
-2.2222245,0.52234763,4.1696271,2
3.1008714,-10.892932,0.74574101,3
4.8375281,-9.1986065,-10.117438,3
1.7745498,1.2517364,-2.051374,1
5.5194418,-6.3732806,-4.7780537,3
4.2005024,1.345555,-1.5283864,1
4.6236607,-6.0553461,-2.6702602,3
-2.4709624,5.6916167,7.9342261,2
3.5465099,1.108426,2.1041197,1
4.5680229,-9.4775381,-7.3096713,3
4.1892707,-8.792519800000001,-5.1637351,3
4.9365589,-6.8935589,-2.4034336,3
7.1420875,-3.2333594,-1.0527696,3
3.3772648,2.5558547,-1.6921877,1
3.3480768,-9.6476749,-5.105858,3
5.1907369,-5.2828196,-8.833095200000001,3
3.0202731,0.91717185,0.67724526,1
-1.305455,2.1195504,5.1571539,2
3.1618244,-0.14679349,0.34796164,1
5.062905,-2.3901577,0.50103909,3
-2.4494052,1.9305334,3.94721,2
4.6887242,-5.7091587,-4.386593,3
-3.4735939,1.0364715,6.9473841,2
3.4979773,-4.4937286,2.2231409,3
5.2655801,-5.9712279,-6.9247401,3
1.945631,-0.49601649,4.5610722,1
1.8010451,1.6612429,2.7973895,1
3.3217869,2.6799271,2.5345688,1
4.9610027,-3.2555321,-4.6760318,3
3.4172642,4.2915261,-6.1363692,1
1.5118964,0.067565846,0.97411318,1
0.31413153,5.2876909,1.066401,2
3.6252613,2.6080028,-1.3213059,1
3.9595335,-5.74777,-2.5917427,3
2.8839663,0.40802686,-4.4276941,1
3.3731662,1.6305753,0.4007771,1
1.2726432,1.6116697,6.5907531,1
-2.5540337,2.2493323,1.6711115,2
2.3577977,-2.3209519,1.4521867,1
5.3584829,-4.1235593,3.6853851,3
-2.556544,0.29107897,3.8268233,2
3.2000706,-0.1981846,2.0085616,1
4.6182627,-3.3780062,-0.68037539,3
-3.160707,-0.11267591,5.1323389,2
3.9514914,2.4188241,-3.3236862,1
2.3316577,2.4790563,1.8585668,1
-3.0632257,2.8750042,2.1049185,2
2.6416146,0.85434607,1.3217011,1
-2.2774692,-0.073911297,5.0193545,2
4.7947374,-5.3771349,-7.0048765,3
-0.8611644899999999,4.4747701,-1.3519109,2
-2.4694059,2.9907288,-1.4906737,2
5.5880046,-5.3111864,-3.0114176,3
-1.7461274,4.8038919,4.7558123,2
4.9595409,-8.434727499999999,-5.0401422,3
5.503417,-3.7966304,-2.8689718,3
2.3144879,0.5595218199999999,1.6975068,1
5.6347081,-7.44513,-3.1833937,3
-1.4538374,0.98001741,7.3183313,2
1.4040422,-1.6476348,2.7438694,1
4.6201028,0.39450288,0.72255021,1
-1.1067186,3.5664663,0.008701435800000001,2
2.7781889,1.7414162,-0.8794918,1
3.1095942,-0.068930512,1.2783149,1
2.6909495,1.695053,-1.494508,1
-1.3660645,3.6282323,11.369638,2
4.4639155,0.28604648,-1.9938037,1
3.646105,-0.5060767,-0.91424366,1
-2.0783519,-1.5403768,4.2482683,2
6.6899661,-4.8536754,-0.67666134,3
4.7215843,-9.2563937,-6.0051279,3
6.0391553,-8.160857099999999,-8.428584000000001,3
1.9767218,1.9838032,4.1907384,1
6.5190953,-6.15295,-6.3086899,3
3.11765,2.6259203,2.2224213,1
5.7237074,-5.8099989,-1.8345423,3
5.4125879,-3.9955697,-3.6068714,3
-2.50922,0.65437189,4.415341,2
6.3365317,-4.9085766,-6.2586532,3
4.1579927,8.9092597,2.9950335,1
-2.390164,0.34569536,8.551122599999999,2
4.5056333,3.1129867,2.657504,1
4.9700122,3.8753653,3.3750461,1
4.1051476,-9.6288506,0.11619771,3
3.2017837,3.5929827,0.84632429,1
1.8910045,1.9227913,2.9697622,1
-3.4796595,2.5302522,4.8035558,2
-2.3890119,-0.26787935,8.9888941,2
6.4967208,-4.4380864,-0.91222505,3
-3.0729589,-0.57461185,5.2737395,2
2.6286431,-1.0612196,1.8452255,1
6.158806,-4.3336018,-5.6401921,3
-2.7047652,0.70366678,8.7198139,2
2.9005655,-1.5774532,0.17956968,1
6.1028194,-9.682060399999999,-2.7454325,3
-0.38380347,4.3656953,3.7800222,2
-2.609213,-0.0066446582,6.885173,2
-2.1806264,5.7879182,10.273311,2
2.8160889,0.42464403,2.7058867,1
2.8329194,2.346892,-0.14283799,1
4.5156895,-6.2582227,-0.70816763,3
4.7314271,-5.9128009,-6.7809915,3
-1.5971189,1.3152127,6.6802439,2
4.7261335,-9.7075057,-3.5987014,3
4.7320974,-6.2290494,-0.92999141,3
-1.8395918,5.7026276,4.6698025,2
-3.9837508,-1.2375452,4.5713447,2
-1.4747533,6.3175187,1.8706187,2
2.7088252,5.3005463,-1.8368086,1
3.6367195,1.3365196,1.8164362,1
-4.1236758,2.5195884,12.049922,2
2.5883699,-2.1140458,-0.4070718,1
3.9842407,1.4280894,-2.5764602,1
4.2662228,-6.712581,-5.782431,3
5.1173216,-3.0400751,-4.7179629,3
2.5459821,0.34469836,0.5206411,1
-1.1416963,4.8087359,6.8042803,2
-1.1211897,2.2438793,4.0180502,2
7.2805689,-4.2031993,-2.6690769,3
5.4199427,-6.4992173,-2.6366274,3
2.9630018,5.1707863,-2.7480179,1
4.3935623,-8.239357699999999,-6.4711293,3
3.0531522,-7.7197809,-6.2989245,3
6.1644433,-5.4985848,-7.0605245,3
-2.2203966,2.9894601,5.1393895,2
-2.0068944,2.3516043,5.9922558,2
1.2405989,4.8113695,1.122348,1
5.1958872,-6.0180761,-4.0710182,3
-1.5433723,3.8435631,2.6497816,2
-2.484885,-0.086523132,6.3015674,2
2.7562183,0.08785564999999999,2.564709,1
2.9345898,0.95296012,0.7326874,1
4.7426333,-5.296215,-2.3959137,3
3.1501383,1.5073061,-1.0325274,1
3.4227402,3.8596818,3.6667371,1
-1.3248457,2.650446,5.3206711,2
5.3432622,-4.846831,-8.5688824,3
-1.049707,3.1289991,5.2018478,2
4.5151525,-4.0504033,-3.2945199,3
-0.83482224,3.3518406,7.1687681,2
3.7269994,2.2425664,1.6172565,1
-1.4585831,2.8069339,4.9876461,2
3.2799273,4.23693,3.4892609,1
-0.88581059,2.1320161,-2.0709728,2
3.8928074,-7.7801031,1.6886219,3
2.0806349,3.7722041,2.2098282,1
1.705646,0.41417237,9.942030300000001,1
1.6136086,2.4724376,4.9708688,1
3.1277352,1.0738527,-0.9717765,1
-1.9703282,2.2861717,5.736239,2
2.1967318,2.0384442,0.32522465,1
3.4582818,0.9051496,-2.1772684,1
3.4105148,5.1627677,3.6439234,1
-3.9973814,1.4949136,4.8185531,2
3.0613583,0.54287961,-8.892249400000001,1
-1.1426566,1.7092118,4.1304801,2
3.1353755,-0.52075275,0.81021582,1
4.536087,-6.9010943,-6.7421842,3
-2.6870578,-1.0392507,1.8450831,2
1.5620983,0.19555624,-1.6056687,1
4.8211269,-5.2349738,-6.5814863,3
5.3833001,-5.5380661,-4.004425,3
3.7698566,-7.2681082,-1.4372398,3
-1.655152,2.6406324,0.022808924,2
1.4831144,0.72855169,-0.16334274,1
4.0954626,2.440237,-2.1939583,1
-1.3880141,5.5015776,8.8462041,2
5.5639336,-8.8128449,-8.640514899999999,3
2.834593,7.9132859,3.3848064,1
6.1269047,-8.004877799999999,-6.4521314,3
-2.6535338,0.5426981400000001,6.6299379,2
3.9234976,-7.543273,-1.0710497,3
1.6863858,1.7004345,0.30443494,1
6.3419033,-0.9477135,-7.141539,3
3.6367932,1.982671,0.87077439,1
4.7695119,-3.9984354,-2.9039661,3
5.2277634,-5.7701261,-7.7370908,3
4.7484978,-4.5259482,-2.0995545,3
6.5496853,-2.4660962,-8.1570771,3
-3.472163,-2.1035196,6.7437335,2
4.2369819,2.5390285,4.1754261,1
4.9635603,-6.5162719,1.4634903,3
4.7277325,3.7956278,-1.3741449,1
-2.4745753,-0.42211453,5.811557,2
5.6097141,-5.0437517,-4.0760255,3
-2.6042189,3.255259,1.2195865,2
-2.4616627,2.5078801,5.4089934,2
4.390544,1.6698681,2.7141632,1
4.0720827,5.7051218,0.43422661,1
-0.9914756,2.1639439,7.4437732,2
2.867061,-6.8551298,-1.2656379,3
2.9974757,3.7178498,0.44624434,1
-0.15792765,1.971777,4.7873704,2
4.3351648,-4.4145205,-3.9335299,3
2.2852941,1.0395467,1.6256078,1
4.2784767,-5.98431,-3.7323691,3
4.1379047,4.480222,2.9632523,1
6.029229,-1.8988246,-8.9485771,3
-0.61736947,3.4432141,3.4517921,2
3.9078183,3.1127678,1.6338277,1
-1.5135685,6.4090169,7.3677613,2
3.4296283,4.6821586,2.2996609,1
5.9817536,-7.5527411,-12.043181,3
2.2614708,1.0830854,2.6190719,1
1.8602004,3.4349197,3.196419,1
-2.3356885,2.1983244,3.9505194,2
2.7977864,1.3518679,0.91960457,1
-1.0126076,4.5085373,1.796636,2
3.703938,-8.0899055,-3.4507324,3
4.517318,-3.6458588,-0.54065902,3
-0.77784254,0.13031534,4.3453373,2
5.8218771,-6.7144534,-0.3096228,3
2.404729,-1.5441025,2.3766091,1
5.6248752,-8.598954900000001,0.34202106,3
2.6962102,2.7801743,2.4883921,1
-2.1225006,3.8002175,3.4210767,2
-0.43810019,4.0518768,4.5464023,2
4.7723637,-6.7214675,-1.8856127,3
3.7639569,2.0414408,-2.3344703,1
